datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,energy_kwh,sub_metering_1_kwh,sub_metering_2_kwh,sub_metering_3_kwh,other_energy_kwh,was_imputed,observed_minutes,coverage_pct,year,month,month_name,day_name,hour,day_type
2006-12-20 08:00:00,2.9176,0.0882,239.79233333333335,12.203333333333335,2.9176,0.0,0.577,1.057,1.2836,0,60,100.0,2006,12,Dec,Wednesday,8,Weekday
2006-12-20 09:00:00,1.3855333333333333,0.10836666666666667,243.12283333333335,5.626666666666666,1.3855333333333333,0.0,0.032,1.0859999999999999,0.26753333333333335,0,60,100.0,2006,12,Dec,Wednesday,9,Weekday
2006-12-20 10:00:00,1.5103000000000002,0.04716666666666667,240.5805,6.25,1.5103,0.0,0.194,1.063,0.25330000000000014,0,60,100.0,2006,12,Dec,Wednesday,10,Weekday
2006-12-20 11:00:00,2.8924000000000003,0.1652,240.51316666666668,12.073333333333332,2.8924,0.0,1.51,1.062,0.3204,0,60,100.0,2006,12,Dec,Wednesday,11,Weekday
2006-12-20 12:00:00,1.4210333333333334,0.07213333333333334,242.6063333333333,5.826666666666667,1.4210333333333334,0.0,0.005,1.081,0.3350333333333334,0,60,100.0,2006,12,Dec,Wednesday,12,Weekday
2006-12-20 13:00:00,1.4284,0.11016666666666668,242.46766666666664,5.88,1.4284,0.0,0.028,1.0799999999999998,0.3204,0,60,100.0,2006,12,Dec,Wednesday,13,Weekday
2006-12-20 14:00:00,1.2949,0.09266666666666666,244.0345,5.319999999999999,1.2949,0.0,0.003,0.9949999999999999,0.29690000000000005,0,60,100.0,2006,12,Dec,Wednesday,14,Weekday
2006-12-20 15:00:00,0.2811333333333333,0.07143333333333333,245.71916666666667,1.2366666666666668,0.28113333333333335,0.0,0.012,0.0,0.26913333333333334,0,60,100.0,2006,12,Dec,Wednesday,15,Weekday
2006-12-20 16:00:00,0.46843333333333337,0.10916666666666666,244.1135,2.07,0.4684333333333333,0.0,0.019,0.0,0.44943333333333335,0,60,100.0,2006,12,Dec,Wednesday,16,Weekday
2006-12-20 17:00:00,0.5735,0.07736666666666667,242.92066666666668,2.3766666666666665,0.5735,0.0,0.0,0.0,0.5735,0,60,100.0,2006,12,Dec,Wednesday,17,Weekday
2006-12-20 18:00:00,2.8368333333333333,0.15796666666666667,239.24066666666667,11.893333333333334,2.8368333333333333,0.0,0.031,0.631,2.1748333333333334,0,60,100.0,2006,12,Dec,Wednesday,18,Weekday
2006-12-20 19:00:00,3.2486333333333333,0.08770000000000001,236.73983333333334,13.71,3.2486333333333333,0.0,0.0,1.0310000000000001,2.217633333333333,0,60,100.0,2006,12,Dec,Wednesday,19,Weekday
2006-12-20 20:00:00,3.5754666666666663,0.26553333333333334,236.34516666666664,15.136666666666667,3.575466666666667,0.0,0.031,1.0270000000000001,2.5174666666666665,0,60,100.0,2006,12,Dec,Wednesday,20,Weekday
2006-12-20 21:00:00,3.646066666666667,0.16049999999999998,235.99233333333333,15.403333333333334,3.6460666666666666,0.0,0.0,1.024,2.6220666666666665,0,60,100.0,2006,12,Dec,Wednesday,21,Weekday
2006-12-20 22:00:00,3.058966666666667,0.0881,238.86049999999997,12.753333333333332,3.0589666666666666,0.0,0.022,1.049,1.9879666666666667,0,60,100.0,2006,12,Dec,Wednesday,22,Weekday
2006-12-20 23:00:00,2.3817666666666666,0.1534,242.39116666666666,9.786666666666667,2.3817666666666666,0.0,0.008,1.079,1.2947666666666668,0,60,100.0,2006,12,Dec,Wednesday,23,Weekday
2006-12-21 00:00:00,1.5358666666666667,0.15553333333333336,243.42583333333332,6.323333333333333,1.5358666666666667,0.0,0.0,1.0879999999999999,0.4478666666666667,0,60,100.0,2006,12,Dec,Thursday,0,Weekday
2006-12-21 01:00:00,1.3979666666666666,0.12183333333333334,243.69816666666665,5.6866666666666665,1.3979666666666666,0.0,0.031,1.091,0.2759666666666667,0,60,100.0,2006,12,Dec,Thursday,1,Weekday
2006-12-21 02:00:00,1.2749,0.0393,243.65366666666665,5.15,1.2749,0.0,0.0,1.032,0.2429000000000001,0,60,100.0,2006,12,Dec,Thursday,2,Weekday
2006-12-21 03:00:00,0.3026,0.11986666666666666,244.56716666666668,1.3333333333333333,0.3026,0.0,0.03,0.0,0.2726,0,60,100.0,2006,12,Dec,Thursday,3,Weekday
2006-12-21 04:00:00,0.24673333333333333,0.042499999999999996,244.74016666666665,1.02,0.24673333333333333,0.0,0.0,0.0,0.24673333333333333,0,60,100.0,2006,12,Dec,Thursday,4,Weekday
2006-12-21 05:00:00,0.2907,0.10583333333333332,243.9495,1.2633333333333332,0.2907,0.0,0.023,0.0,0.2677,0,60,100.0,2006,12,Dec,Thursday,5,Weekday
2006-12-21 06:00:00,0.29566666666666663,0.05316666666666667,244.8505,1.22,0.2956666666666667,0.0,0.008,0.0,0.2876666666666667,0,60,100.0,2006,12,Dec,Thursday,6,Weekday
2006-12-21 07:00:00,1.2804666666666666,0.08383333333333334,241.29366666666664,5.37,1.2804666666666666,0.0,0.0,0.0,1.2804666666666666,0,60,100.0,2006,12,Dec,Thursday,7,Weekday
2006-12-21 08:00:00,1.5630333333333333,0.153,239.4945,6.593333333333334,1.5630333333333333,0.0,0.03,0.305,1.2280333333333333,0,60,100.0,2006,12,Dec,Thursday,8,Weekday
2006-12-21 09:00:00,2.5758,0.051699999999999996,238.47766666666666,10.78,2.5758,0.666,0.5619999999999999,1.046,0.30179999999999996,0,60,100.0,2006,12,Dec,Thursday,9,Weekday
2006-12-21 10:00:00,1.7677,0.0708,239.70600000000002,7.403333333333333,1.7677,0.569,0.031,0.89,0.2777,0,60,100.0,2006,12,Dec,Thursday,10,Weekday
2006-12-21 11:00:00,0.525,0.10783333333333332,241.60216666666668,2.3366666666666664,0.525,0.0,0.0,0.0,0.525,2,60,100.0,2006,12,Dec,Thursday,11,Weekday
2006-12-21 12:00:00,0.8191333333333333,0.13116666666666668,242.67416666666668,3.5833333333333335,0.8191333333333334,0.0,0.45999999999999996,0.0,0.35913333333333336,0,60,100.0,2006,12,Dec,Thursday,12,Weekday
2006-12-21 13:00:00,1.6882333333333333,0.0645,241.79783333333336,7.0600000000000005,1.6882333333333333,0.0,1.192,0.23299999999999998,0.2632333333333334,0,60,100.0,2006,12,Dec,Thursday,13,Weekday
2006-12-21 14:00:00,1.0239,0.11850000000000001,243.3195,4.336666666666667,1.0239,0.0,0.07200000000000001,0.5,0.4519,0,60,100.0,2006,12,Dec,Thursday,14,Weekday
2006-12-21 15:00:00,0.3074,0.0457,242.90633333333332,1.3633333333333333,0.3074,0.0,0.01,0.0,0.2974,0,60,100.0,2006,12,Dec,Thursday,15,Weekday
2006-12-21 16:00:00,1.3600666666666668,0.0969,239.90633333333332,5.623333333333333,1.3600666666666668,0.0,0.043000000000000003,1.037,0.2800666666666667,0,60,100.0,2006,12,Dec,Thursday,16,Weekday
2006-12-21 17:00:00,1.7526333333333333,0.14803333333333332,235.01833333333335,7.533333333333333,1.7526333333333333,0.0,0.01,0.7190000000000001,1.0236333333333332,0,60,100.0,2006,12,Dec,Thursday,17,Weekday
2006-12-21 18:00:00,2.4433000000000002,0.11983333333333333,233.89433333333332,10.416666666666666,2.4433,0.0,0.042,1.006,1.3953,0,60,100.0,2006,12,Dec,Thursday,18,Weekday
2006-12-21 19:00:00,2.1971333333333334,0.09443333333333334,235.00050000000002,9.356666666666666,2.1971333333333334,0.28099999999999997,0.01,0.7020000000000001,1.2041333333333333,0,60,100.0,2006,12,Dec,Thursday,19,Weekday
2006-12-21 20:00:00,2.4373666666666667,0.2512666666666667,234.50033333333334,10.44,2.4373666666666667,0.249,0.036000000000000004,0.257,1.8953666666666666,0,60,100.0,2006,12,Dec,Thursday,20,Weekday
2006-12-21 21:00:00,0.9822666666666666,0.0443,238.31216666666666,4.1033333333333335,0.9822666666666666,0.0,0.002,0.515,0.46526666666666666,0,60,100.0,2006,12,Dec,Thursday,21,Weekday
2006-12-21 22:00:00,0.28026666666666666,0.09346666666666666,242.8665,1.2066666666666668,0.28026666666666666,0.0,0.012,0.0,0.26826666666666665,0,60,100.0,2006,12,Dec,Thursday,22,Weekday
2006-12-21 23:00:00,0.2704333333333333,0.08946666666666667,245.35033333333334,1.1733333333333333,0.2704333333333333,0.0,0.019,0.0,0.25143333333333334,0,60,100.0,2006,12,Dec,Thursday,23,Weekday
2006-12-22 00:00:00,0.2669333333333333,0.07913333333333333,245.67816666666667,1.1433333333333333,0.2669333333333333,0.0,0.0,0.0,0.2669333333333333,0,60,100.0,2006,12,Dec,Friday,0,Weekday
2006-12-22 01:00:00,0.272,0.0927,244.45383333333334,1.1733333333333333,0.27199999999999996,0.0,0.031,0.0,0.241,0,60,100.0,2006,12,Dec,Friday,1,Weekday
2006-12-22 02:00:00,0.26763333333333333,0.07926666666666667,246.83783333333335,1.1433333333333333,0.26763333333333333,0.0,0.0,0.0,0.26763333333333333,0,60,100.0,2006,12,Dec,Friday,2,Weekday
2006-12-22 03:00:00,0.27386666666666665,0.09353333333333333,245.79283333333333,1.1733333333333333,0.27386666666666665,0.0,0.031,0.0,0.24286666666666665,0,60,100.0,2006,12,Dec,Friday,3,Weekday
2006-12-22 04:00:00,0.26426666666666665,0.07226666666666667,245.3595,1.1366666666666667,0.26426666666666665,0.0,0.0,0.0,0.26426666666666665,0,60,100.0,2006,12,Dec,Friday,4,Weekday
2006-12-22 05:00:00,0.8068333333333334,0.08406666666666666,245.11933333333334,3.33,0.8068333333333333,0.0,0.023,0.5339999999999999,0.24983333333333338,0,60,100.0,2006,12,Dec,Friday,5,Weekday
2006-12-22 06:00:00,0.4796333333333333,0.08610000000000001,245.3093333333333,2.033333333333333,0.47963333333333336,0.0,0.008,0.0,0.47163333333333335,0,60,100.0,2006,12,Dec,Friday,6,Weekday
2006-12-22 07:00:00,1.7231999999999998,0.10606666666666667,240.929,7.206666666666666,1.7232,0.0,0.0,0.224,1.4992,0,60,100.0,2006,12,Dec,Friday,7,Weekday
