datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,energy_kwh,sub_metering_1_kwh,sub_metering_2_kwh,sub_metering_3_kwh,other_energy_kwh,was_imputed,observed_minutes,coverage_pct,year,month,month_name,day_name,day_type,anomaly_status
2007-01-29,1.37685,0.11506666666666666,240.9295972222222,5.788888888888889,33.0444,1.123,0.294,15.254,16.3734,0,1440,100.0,2007,1,Jan,Monday,Weekday,Normal
2007-01-30,1.1859708333333334,0.1256486111111111,241.84087499999998,5.028194444444445,28.4633,1.123,1.424,8.149,17.7673,0,1440,100.0,2007,1,Jan,Tuesday,Weekday,Normal
2007-01-31,1.6414944444444444,0.12915833333333332,239.92113194444443,6.923611111111111,39.39586666666667,0.0,5.95,15.052,18.393866666666668,0,1440,100.0,2007,1,Jan,Wednesday,Weekday,Normal
2007-02-01,1.2671944444444445,0.10435000000000001,240.3921388888889,5.3325000000000005,30.412666666666667,1.17,0.386,13.145,15.711666666666666,0,1440,100.0,2007,2,Feb,Thursday,Weekday,Normal
2007-02-02,1.15815,0.09690416666666667,240.3343888888889,4.870833333333334,27.7956,0.0,0.356,11.338,16.1016,0,1440,100.0,2007,2,Feb,Friday,Weekday,Normal
2007-02-03,2.7984180555555556,0.17071111111111112,238.91019444444444,11.815972222222221,67.16203333333333,4.7459999999999996,4.573,17.834,40.009033333333335,0,1440,100.0,2007,2,Feb,Saturday,Weekend,High usage
2007-02-04,2.4971805555555555,0.12950972222222223,239.63333333333333,10.565416666666668,59.93233333333333,3.391,4.5969999999999995,14.472,37.47233333333333,0,1440,100.0,2007,2,Feb,Sunday,Weekend,High usage
2007-02-05,1.1425555555555555,0.10224166666666668,240.81031249999998,4.820416666666667,27.421333333333333,0.896,2.564,7.849,16.112333333333332,0,1440,100.0,2007,2,Feb,Monday,Weekday,Normal
2007-02-06,0.8843611111111112,0.09900416666666667,241.26415972222225,3.7719444444444448,21.224666666666668,1.185,0.405,4.517,15.117666666666667,0,1440,100.0,2007,2,Feb,Tuesday,Weekday,Normal
2007-02-07,1.6166791666666667,0.12340833333333333,241.14969444444444,6.791666666666667,38.8003,3.299,3.513,11.986,20.002299999999998,0,1440,100.0,2007,2,Feb,Wednesday,Weekday,Normal
2007-02-08,1.2509819444444443,0.09645555555555554,241.79730555555554,5.248333333333334,30.023566666666667,2.226,0.366,10.157,17.274566666666665,0,1440,100.0,2007,2,Feb,Thursday,Weekday,Normal
2007-02-09,1.1251375000000001,0.10976805555555556,241.74044444444445,4.727222222222222,27.0033,0.0,3.045,9.77,14.1883,0,1440,100.0,2007,2,Feb,Friday,Weekday,Normal
2007-02-10,1.964811111111111,0.1340097222222222,240.0368263888889,8.303749999999999,47.15546666666667,5.071,2.831,14.405,24.848466666666667,0,1440,100.0,2007,2,Feb,Saturday,Weekend,Normal
2007-02-11,2.4800194444444443,0.1418847222222222,239.5061458333333,10.526805555555557,59.520466666666664,2.43,4.765,13.114,39.21146666666667,0,1440,100.0,2007,2,Feb,Sunday,Weekend,High usage
2007-02-12,1.3038958333333333,0.09493333333333334,240.09850000000003,5.503472222222222,31.2935,2.227,0.399,11.517,17.1505,0,1440,100.0,2007,2,Feb,Monday,Weekday,Normal
2007-02-13,0.9823236111111111,0.09352638888888888,241.16685416666667,4.14375,23.575766666666667,0.0,2.828,6.256,14.491766666666667,0,1440,100.0,2007,2,Feb,Tuesday,Weekday,Normal
2007-02-14,1.735188888888889,0.14062916666666667,240.3753888888889,7.315138888888888,41.644533333333335,3.295,3.793,11.579,22.977533333333334,0,1440,100.0,2007,2,Feb,Wednesday,Weekday,Normal
2007-02-15,1.3787125,0.11525277777777777,240.66922222222223,5.820277777777778,33.0891,0.0,2.363,14.028,16.6981,0,1440,100.0,2007,2,Feb,Thursday,Weekday,Normal
2007-02-16,1.182311111111111,0.1053375,240.82094444444442,5.0465277777777775,28.375466666666668,1.148,0.859,8.689,17.679466666666666,0,1440,100.0,2007,2,Feb,Friday,Weekday,Normal
2007-02-17,1.4423,0.16595,239.31603472222224,6.129166666666666,34.6152,1.765,2.226,7.157,23.4672,0,1440,100.0,2007,2,Feb,Saturday,Weekend,Normal
2007-02-18,2.6595569444444447,0.17744583333333333,239.17080555555557,11.238888888888889,63.829366666666665,6.107,8.003,13.129,36.59036666666667,0,1440,100.0,2007,2,Feb,Sunday,Weekend,High usage
2007-02-19,1.5184819444444444,0.12262777777777778,239.78958333333333,6.442222222222222,36.44356666666667,1.634,2.9,13.085,18.824566666666666,0,1440,100.0,2007,2,Feb,Monday,Weekday,Normal
2007-02-20,2.18745,0.1299708333333333,239.86544444444445,9.168472222222222,52.4988,2.058,5.191,9.713,35.5368,0,1440,100.0,2007,2,Feb,Tuesday,Weekday,Normal
2007-02-21,1.4394958333333332,0.13185416666666666,240.46096527777777,6.0744444444444445,34.5479,3.527,2.332,11.548,17.1409,0,1440,100.0,2007,2,Feb,Wednesday,Weekday,Normal
2007-02-22,2.3454305555555557,0.09593333333333334,238.62018055555555,9.880277777777778,56.290333333333336,1.409,4.165,12.285,38.431333333333335,2,1440,100.0,2007,2,Feb,Thursday,Weekday,High usage
2007-02-23,0.9121388888888889,0.1037111111111111,240.68596527777777,3.825416666666667,21.891333333333332,0.0,0.503,10.786,10.602333333333334,0,1440,100.0,2007,2,Feb,Friday,Weekday,Normal
2007-02-24,0.4964736111111111,0.0848625,239.86310416666666,2.0858333333333334,11.915366666666667,0.0,0.363,3.562,7.990366666666667,0,1440,100.0,2007,2,Feb,Saturday,Weekend,Normal
2007-02-25,0.3484305555555556,0.07898333333333334,241.6815486111111,1.462222222222222,8.362333333333334,0.0,0.329,1.66,6.373333333333333,0,1440,100.0,2007,2,Feb,Sunday,Weekend,Normal
2007-02-26,0.3947805555555556,0.07519444444444444,241.27359027777777,1.658888888888889,9.474733333333333,0.0,0.331,2.83,6.313733333333333,0,1440,100.0,2007,2,Feb,Monday,Weekday,Normal
2007-02-27,0.35979999999999995,0.07861388888888889,242.94427083333332,1.5245833333333334,8.6352,0.0,0.314,1.924,6.3972,0,1440,100.0,2007,2,Feb,Tuesday,Weekday,Normal
2007-02-28,0.36164861111111113,0.07873055555555555,242.15959027777777,1.5284722222222222,8.679566666666666,0.0,0.34,1.9729999999999999,6.3665666666666665,0,1440,100.0,2007,2,Feb,Wednesday,Weekday,Normal
2007-03-01,0.3594194444444444,0.07474166666666666,241.3214027777778,1.508888888888889,8.626066666666667,0.0,0.316,1.98,6.330066666666667,0,1440,100.0,2007,3,Mar,Thursday,Weekday,Normal
2007-03-02,0.35811666666666664,0.0743111111111111,240.59159722222225,1.5068055555555557,8.5948,0.0,0.34,1.9689999999999999,6.2858,0,1440,100.0,2007,3,Mar,Friday,Weekday,Normal
2007-03-03,0.5688347222222222,0.09374444444444444,241.28808333333336,2.401111111111111,13.652033333333334,0.0,0.34700000000000003,4.5969999999999995,8.708033333333333,0,1440,100.0,2007,3,Mar,Saturday,Weekend,Normal
2007-03-04,1.4518749999999998,0.12200138888888888,240.0297986111111,6.158194444444444,34.845,1.476,8.711,9.408,15.25,0,1440,100.0,2007,3,Mar,Sunday,Weekend,Normal
2007-03-05,1.8474527777777776,0.14302499999999999,240.03090972222222,7.840277777777778,44.33886666666667,5.726999999999999,12.109,10.026,16.476866666666666,0,1440,100.0,2007,3,Mar,Monday,Weekday,Normal
2007-03-06,0.865625,0.12926944444444444,240.98806944444445,3.6956944444444444,20.775,0.0,1.74,4.7,14.334999999999999,0,1440,100.0,2007,3,Mar,Tuesday,Weekday,Normal
2007-03-07,1.6494486111111113,0.11888888888888888,240.3235625,6.935,39.58676666666667,1.0759999999999998,4.761,15.513,18.236766666666668,0,1440,100.0,2007,3,Mar,Wednesday,Weekday,Normal
2007-03-08,1.0917583333333334,0.13014166666666666,240.66542361111112,4.665138888888889,26.2022,2.1799999999999997,3.3850000000000002,6.655,13.9822,0,1440,100.0,2007,3,Mar,Thursday,Weekday,Normal
2007-03-09,0.8837583333333334,0.08280416666666666,240.88846527777778,3.73125,21.2102,1.093,0.34500000000000003,8.631,11.1412,0,1440,100.0,2007,3,Mar,Friday,Weekday,Normal
2007-03-10,1.7254944444444444,0.16911666666666667,239.80283333333335,7.341944444444445,41.41186666666667,4.13,5.422,10.979,20.880866666666666,0,1440,100.0,2007,3,Mar,Saturday,Weekend,Normal
2007-03-11,2.417108333333333,0.12039861111111111,240.00729166666667,10.121527777777779,58.010600000000004,4.81,3.42,9.5,40.2806,0,1440,100.0,2007,3,Mar,Sunday,Weekend,High usage
2007-03-12,1.3546305555555556,0.0933486111111111,240.55871527777776,5.728472222222222,32.51113333333333,1.403,2.8409999999999997,12.353,15.914133333333334,0,1440,100.0,2007,3,Mar,Monday,Weekday,Normal
2007-03-13,0.8959333333333334,0.08799861111111111,240.89796527777779,3.8056944444444443,21.5024,1.3499999999999999,3.859,5.3229999999999995,10.9704,0,1440,100.0,2007,3,Mar,Tuesday,Weekday,Normal
2007-03-14,1.2453916666666667,0.10939027777777777,240.77729166666666,5.2675,29.8894,3.485,0.48,8.607,17.3174,0,1440,100.0,2007,3,Mar,Wednesday,Weekday,Normal
2007-03-15,1.3088986111111112,0.11064305555555555,240.28049305555552,5.523194444444444,31.413566666666668,0.0,3.263,11.036,17.114566666666665,0,1440,100.0,2007,3,Mar,Thursday,Weekday,Normal
2007-03-16,1.1819819444444446,0.09042222222222222,239.52713194444445,4.992361111111111,28.367566666666665,1.1059999999999999,4.604,5.37,17.287566666666667,0,1440,100.0,2007,3,Mar,Friday,Weekday,Normal
2007-03-17,1.4083958333333333,0.08824166666666666,238.22465277777778,5.946111111111111,33.8015,2.2079999999999997,0.359,12.275,18.9595,0,1440,100.0,2007,3,Mar,Saturday,Weekend,Normal
2007-03-18,1.6465597222222221,0.1676736111111111,241.04781944444443,7.007916666666667,39.51743333333334,6.564,7.369,5.856,19.72843333333333,0,1440,100.0,2007,3,Mar,Sunday,Weekend,Normal
2007-03-19,1.4948041666666667,0.10053055555555557,240.49709027777777,6.281944444444444,35.8753,1.648,2.686,14.118,17.4233,0,1440,100.0,2007,3,Mar,Monday,Weekday,Normal
2007-03-20,1.4487694444444446,0.11449305555555556,240.8156388888889,6.151249999999999,34.770466666666664,3.745,2.8369999999999997,11.255,16.933466666666668,0,1440,100.0,2007,3,Mar,Tuesday,Weekday,Normal
2007-03-21,1.487563888888889,0.09918750000000001,240.98664583333334,6.237222222222223,35.70153333333333,1.865,4.133,12.334999999999999,17.368533333333332,0,1440,100.0,2007,3,Mar,Wednesday,Weekday,Normal
2007-03-22,1.010401388888889,0.07904583333333333,241.76352777777777,4.223055555555556,24.249633333333332,0.353,0.736,10.462,12.698633333333333,0,1440,100.0,2007,3,Mar,Thursday,Weekday,Normal
2007-03-23,0.9090333333333334,0.08297777777777778,241.64547916666666,3.80375,21.8168,1.127,0.777,8.369,11.5438,0,1440,100.0,2007,3,Mar,Friday,Weekday,Normal
2007-03-24,2.0614097222222223,0.13265555555555555,239.70447222222222,8.703333333333333,49.47383333333333,3.707,5.797,16.382,23.587833333333332,0,1440,100.0,2007,3,Mar,Saturday,Weekend,Normal
2007-03-25,2.317120138888889,0.16402777777777777,240.03453819444442,9.717152777777779,55.610883333333334,4.63,3.6,9.358,38.02288333333333,1,1440,100.0,2007,3,Mar,Sunday,Weekend,High usage
2007-03-26,0.9833902777777779,0.11178194444444445,241.3368125,4.183055555555556,23.601366666666667,1.0879999999999999,0.34400000000000003,9.096,13.073366666666667,0,1440,100.0,2007,3,Mar,Monday,Weekday,Normal
2007-03-27,0.7674583333333334,0.10536527777777778,240.60197916666664,3.296527777777778,18.419,0.0,3.019,3.697,11.703,0,1440,100.0,2007,3,Mar,Tuesday,Weekday,Normal
2007-03-28,1.6207625,0.13647083333333335,240.4446111111111,6.854583333333333,38.8983,1.1219999999999999,8.527,13.888,15.3613,0,1440,100.0,2007,3,Mar,Wednesday,Weekday,Normal
2007-03-29,1.1044486111111111,0.13798333333333332,240.5366875,4.676805555555556,26.506766666666667,1.162,0.46,10.724,14.160766666666666,0,1440,100.0,2007,3,Mar,Thursday,Weekday,Normal
2007-03-30,0.9738847222222222,0.12578333333333333,241.03922916666667,4.189583333333333,23.373233333333335,1.0939999999999999,0.468,8.217,13.594233333333333,0,1440,100.0,2007,3,Mar,Friday,Weekday,Normal
2007-03-31,2.4371597222222223,0.16076666666666667,239.26077083333334,10.264722222222222,58.49183333333333,2.62,7.707,17.682,30.482833333333332,0,1440,100.0,2007,3,Mar,Saturday,Weekend,High usage
2007-04-01,1.9346888888888887,0.1406611111111111,240.02448611111112,8.149444444444445,46.43253333333333,4.629,5.401,19.509,16.893533333333334,0,1440,100.0,2007,4,Apr,Sunday,Weekend,Normal
2007-04-02,1.3616513888888888,0.12106666666666667,240.46011805555557,5.71263888888889,32.679633333333335,1.755,0.97,16.641,13.313633333333334,0,1440,100.0,2007,4,Apr,Monday,Weekday,Normal
2007-04-03,1.1408472222222221,0.11719444444444443,240.50495833333335,4.84625,27.380333333333333,3.63,1.042,7.637,15.071333333333333,0,1440,100.0,2007,4,Apr,Tuesday,Weekday,Normal
2007-04-04,1.4249083333333332,0.11966527777777779,240.33178472222224,5.98625,34.1978,3.434,0.42,14.748,15.5958,0,1440,100.0,2007,4,Apr,Wednesday,Weekday,Normal
2007-04-05,1.2806097222222221,0.16981805555555557,241.1731041666667,5.491527777777778,30.734633333333335,1.086,4.277,10.523,14.848633333333334,0,1440,100.0,2007,4,Apr,Thursday,Weekday,Normal
2007-04-06,1.111902777777778,0.09945416666666666,241.18445138888887,4.688611111111111,26.685666666666666,0.0,5.466,9.166,12.053666666666667,0,1440,100.0,2007,4,Apr,Friday,Weekday,Normal
2007-04-07,1.079113888888889,0.09634027777777777,240.37859027777776,4.564583333333333,25.898733333333332,1.127,3.1109999999999998,5.923,15.737733333333333,0,1440,100.0,2007,4,Apr,Saturday,Weekend,Normal
2007-04-08,1.1172333333333333,0.0943625,240.34918055555556,4.719861111111111,26.8136,0.0,0.485,3.545,22.7836,0,1440,100.0,2007,4,Apr,Sunday,Weekend,Normal
2007-04-09,0.6950833333333333,0.1111875,240.55048611111113,2.974583333333333,16.682,2.667,0.514,3.801,9.7,0,1440,100.0,2007,4,Apr,Monday,Weekday,Normal
2007-04-10,0.5398361111111112,0.10343055555555555,240.8137013888889,2.347361111111111,12.956066666666667,0.209,0.742,2.572,9.433066666666667,0,1440,100.0,2007,4,Apr,Tuesday,Weekday,Normal
2007-04-11,0.6163069444444444,0.13364305555555556,241.1548263888889,2.61875,14.791366666666667,0.0,1.112,6.420999999999999,7.258366666666666,0,1440,100.0,2007,4,Apr,Wednesday,Weekday,Normal
2007-04-12,0.37340694444444444,0.10264722222222224,240.25606249999998,1.5979166666666667,8.961766666666666,0.0,0.541,1.8179999999999998,6.602766666666667,0,1440,100.0,2007,4,Apr,Thursday,Weekday,Normal
2007-04-13,0.3826541666666667,0.10530555555555554,240.05048611111113,1.6433333333333333,9.1837,0.0,0.558,1.988,6.6377,0,1440,100.0,2007,4,Apr,Friday,Weekday,Normal
2007-04-14,0.38490833333333335,0.1080625,240.31314583333332,1.6513888888888888,9.2378,0.0,0.578,2.008,6.6518,0,1440,100.0,2007,4,Apr,Saturday,Weekend,Normal
2007-04-15,0.5042805555555555,0.11912777777777779,240.23668750000002,2.1865277777777776,12.102733333333333,0.0,1.026,2.893,8.183733333333333,0,1440,100.0,2007,4,Apr,Sunday,Weekend,Normal
2007-04-16,0.6613819444444444,0.12921805555555557,240.6571388888889,2.8724999999999996,15.873166666666666,0.952,1.305,4.656,8.960166666666666,0,1440,100.0,2007,4,Apr,Monday,Weekday,Normal
2007-04-17,0.8498152777777778,0.15163472222222224,240.19566666666668,3.6908333333333334,20.395566666666667,1.532,0.389,6.199,12.275566666666666,0,1440,100.0,2007,4,Apr,Tuesday,Weekday,Normal
2007-04-18,0.6932263888888889,0.11473888888888888,240.14677777777777,2.9954166666666664,16.637433333333334,1.579,0.355,3.43,11.274666666666667,0,1440,100.0,2007,4,Apr,Wednesday,Weekday,Normal
2007-04-19,0.7143458333333332,0.10393055555555555,240.42984027777777,3.055833333333333,17.1443,0.733,1.605,5.748,9.058300000000001,0,1440,100.0,2007,4,Apr,Thursday,Weekday,Normal
2007-04-20,0.5712361111111112,0.10114305555555557,240.13289583333332,2.494861111111111,13.709666666666667,1.069,0.36,3.499,8.781666666666666,0,1440,100.0,2007,4,Apr,Friday,Weekday,Normal
2007-04-21,1.162261111111111,0.14767916666666667,239.21323611111112,5.035694444444444,27.894266666666667,6.575,0.463,11.129,9.727266666666667,0,1440,100.0,2007,4,Apr,Saturday,Weekend,Normal
2007-04-22,1.5511902777777777,0.1855513888888889,239.60888194444442,6.688472222222222,37.228566666666666,4.264,2.287,11.102,19.575566666666667,0,1440,100.0,2007,4,Apr,Sunday,Weekend,Normal
2007-04-23,0.7323375,0.09419444444444444,237.23564583333334,3.264166666666666,17.5761,1.402,0.506,6.005,9.663533333333334,0,1440,100.0,2007,4,Apr,Monday,Weekday,Normal
2007-04-24,0.716736111111111,0.09393333333333334,235.3449236111111,3.1448611111111116,17.201666666666668,1.125,0.527,6.680000000000001,8.869666666666665,0,1440,100.0,2007,4,Apr,Tuesday,Weekday,Normal
2007-04-25,0.8778902777777778,0.11439999999999999,234.94111111111113,3.858055555555556,21.069366666666667,0.0,1.469,8.812000000000001,10.788366666666667,0,1440,100.0,2007,4,Apr,Wednesday,Weekday,Normal
2007-04-26,0.8857402777777778,0.11361527777777777,234.7872986111111,3.92375,21.257766666666665,1.324,1.845,7.163,10.925766666666666,0,1440,100.0,2007,4,Apr,Thursday,Weekday,Normal
2007-04-27,0.7599527777777778,0.11245,235.21616666666668,3.3125,18.238866666666667,1.772,0.545,4.756,11.165866666666666,0,1440,100.0,2007,4,Apr,Friday,Weekday,Normal
2007-04-28,1.0827619047619048,0.1361904761904762,233.98619047619047,4.6380952380952385,0.3789666666666667,0.0,0.018000000000000002,0.0,0.36096666666666666,0,21,1.4583333333333333,2007,4,Apr,Saturday,Weekend,Low coverage
2007-04-29,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2007,4,Apr,Sunday,Weekend,Low coverage
2007-04-30,0.73059375,0.12451041666666668,234.87003472222224,3.239236111111111,7.0137,1.214,0.5,1.131,4.1687,0,576,40.0,2007,4,Apr,Monday,Weekday,Low coverage
2007-05-01,1.1554569444444445,0.12611666666666668,234.6787013888889,5.073333333333333,27.730966666666667,4.005,0.995,8.546000000000001,14.184966666666666,0,1440,100.0,2007,5,May,Tuesday,Weekday,Normal
2007-05-02,0.6968652777777777,0.11117500000000001,235.58207638888888,3.1415277777777777,16.724766666666667,0.007,1.49,3.754,11.473766666666666,0,1440,100.0,2007,5,May,Wednesday,Weekday,Normal
